slope,intercept
0.37668181717772553,0.5
0.2883969879057985,0.5524306237850343
0.19036076115863573,0.6515288786570737
0.09999649849759579,0.7805496294510468
0.03086447439090272,0.9133358626714456
0.0,0.9964622670031458
