seed,approach,component,weight,mean,variance,bic
47,zero_mean,1,0.7879565709813549,0.0,0.017280135129691686,4304.614671152684
47,zero_mean,2,0.015561675428429915,0.0,10913.697724852858,4304.614671152684
47,zero_mean,3,0.19648175359021475,0.0,1.070969144545779,4304.614671152684
47,sklearn,1,0.9350693172924041,0.0008598772231789326,0.050715937712851586,8058.711646976998
47,sklearn,2,0.06468068271326236,-2.80129896344168,2185.073082268182,8058.711646976998
47,sklearn,3,0.0002499999943336735,-335.15039923173936,364.0328493656049,8058.711646976998
