50Hz-Actual,50Hz-Forecast,AMP-Actual,AMP-Forecast,AT-Actual,AT-Forecast,PL-Actual,PL-Forecast,TBW-Actual,TBW-Forecast,TTG-Actual,TTG-Forecast,TTGf-Actual,TTGf-Forecast,50Hzf-Actual,50Hzf-Forecast,FR-Actual,FR-Forecast,FRf-Actual,FRf-Forecast
"912,0","856,0","1 013,0","987,0","384,0","620,0","717,0","646,0","84,0","74,0","2 471,0","2 417,0","383,0","462,0","128,0","113,0","2 689,0","2 871,0","201,0","369,0"
"881,0","861,0","952,0","981,0","424,0","632,0","760,0","701,0","87,0","77,0","2 416,0","2 382,0","415,0","408,0","139,0","113,0","2 700,0","2 871,0","227,0","369,0"
"867,0","850,0","925,0","1 033,0","456,0","648,0","765,0","747,0","80,0","86,0","2 349,0","2 421,0","390,0","387,0","136,0","114,0","2 702,0","2 640,0","273,0","390,0"
"865,0","846,0","928,0","1 022,0","532,0","676,0","725,0","782,0","84,0","96,0","2 333,0","2 447,0","355,0","378,0","147,0","115,0","2 648,0","2 640,0","284,0","390,0"
"886,0","847,0","951,0","1 008,0","628,0","708,0","756,0","771,0","84,0","89,0","2 327,0","2 367,0","405,0","404,0","164,0","120,0","2 589,0","2 640,0","288,0","390,0"
"906,0","848,0","969,0","986,0","672,0","736,0","702,0","741,0","78,0","89,0","2 304,0","2 325,0","520,0","438,0","190,0","130,0","2 589,0","2 640,0","296,0","390,0"
"920,0","842,0","977,0","950,0","688,0","772,0","694,0","725,0","78,0","85,0","2 277,0","2 296,0","543,0","435,0","170,0","128,0","2 497,0","2 230,0","301,0","250,0"
"923,0","824,0","983,0","910,0","688,0","812,0","651,0","710,0","74,0","83,0","2 195,0","2 333,0","695,0","476,0","118,0","115,0","2 447,0","2 230,0","295,0","250,0"
"911,0","807,0","929,0","876,0","772,0","852,0","637,0","695,0","73,0","83,0","2 108,0","2 274,0","651,0","483,0","92,0","102,0","2 350,0","2 230,0","272,0","250,0"
"865,0","779,0","841,0","840,0","856,0","888,0","590,0","680,0","74,0","84,0","2 041,0","2 233,0","495,0","500,0","107,0","104,0","2 294,0","2 230,0","247,0","250,0"
"776,0","733,0","804,0","799,0","908,0","928,0","559,0","638,0","68,0","85,0","1 898,0","2 162,0","503,0","515,0","115,0","114,0","2 216,0","1 984,0","230,0","235,0"
"698,0","682,0","762,0","753,0","1 008,0","964,0","496,0","590,0","63,0","86,0","1 784,0","2 077,0","518,0","519,0","114,0","116,0","2 114,0","1 984,0","188,0","235,0"
"639,0","637,0","670,0","708,0","1 116,0","1 000,0","457,0","543,0","64,0","86,0","1 656,0","1 992,0","468,0","522,0","113,0","119,0","2 022,0","1 984,0","185,0","235,0"
"605,0","595,0","591,0","655,0","1 168,0","1 040,0","410,0","496,0","66,0","87,0","1 586,0","1 897,0","388,0","532,0","117,0","121,0","1 915,0","1 984,0","179,0","235,0"
"589,0","580,0","540,0","604,0","1 240,0","1 096,0","383,0","466,0","69,0","85,0","1 501,0","1 821,0","423,0","536,0","121,0","113,0","1 838,0","1 774,0","168,0","170,0"
"568,0","558,0","522,0","567,0","1 420,0","1 220,0","343,0","443,0","72,0","84,0","1 523,0","1 844,0","556,0","543,0","118,0","115,0","1 762,0","1 774,0","154,0","170,0"
"564,0","535,0","519,0","533,0","1 464,0","1 344,0","317,0","420,0","71,0","83,0","1 666,0","1 866,0","571,0","547,0","95,0","118,0","1 761,0","1 774,0","144,0","170,0"
"559,0","513,0","535,0","500,0","1 656,0","1 472,0","315,0","396,0","69,0","82,0","1 759,0","1 891,0","564,0","548,0","80,0","120,0","1 777,0","1 774,0","122,0","170,0"
"559,0","494,0","529,0","469,0","1 904,0","1 596,0","326,0","389,0","70,0","80,0","1 863,0","1 912,0","540,0","548,0","105,0","122,0","1 803,0","1 751,0","113,0","137,0"
"535,0","479,0","515,0","455,0","2 104,0","1 748,0","370,0","387,0","53,0","78,0","1 978,0","1 946,0","508,0","563,0","119,0","125,0","1 808,0","1 751,0","115,0","137,0"
"526,0","464,0","545,0","444,0","2 236,0","1 900,0","381,0","384,0","45,0","75,0","2 091,0","1 981,0","544,0","573,0","107,0","128,0","1 824,0","1 751,0","102,0","137,0"
"519,0","448,0","538,0","433,0","2 428,0","2 048,0","330,0","381,0","41,0","73,0","2 166,0","2 021,0","579,0","584,0","108,0","131,0","1 785,0","1 751,0","85,0","137,0"
"486,0","432,0","507,0","422,0","2 584,0","2 192,0","321,0","380,0","38,0","70,0","2 250,0","2 058,0","631,0","584,0","106,0","134,0","1 783,0","1 751,0","81,0","82,0"
"443,0","413,0","472,0","408,0","2 712,0","2 316,0","276,0","383,0","34,0","68,0","2 313,0","2 068,0","600,0","592,0","104,0","134,0","1 747,0","1 751,0","91,0","82,0"
"418,0","394,0","452,0","396,0","2 780,0","2 436,0","376,0","386,0","36,0","66,0","2 327,0","2 079,0","591,0","591,0","114,0","134,0","1 669,0","1 751,0","99,0","82,0"
"395,0","377,0","435,0","385,0","2 884,0","2 552,0","399,0","389,0","29,0","66,0","2 291,0","2 078,0","638,0","597,0","127,0","134,0","1 633,0","1 751,0","113,0","82,0"
"338,0","358,0","402,0","374,0","2 948,0","2 652,0","471,0","392,0","23,0","66,0","2 350,0","2 075,0","696,0","601,0","112,0","134,0","1 566,0","1 695,0","137,0","58,0"
"308,0","336,0","374,0","364,0","2 972,0","2 708,0","453,0","397,0","18,0","66,0","2 295,0","2 074,0","687,0","587,0","114,0","137,0","1 532,0","1 695,0","156,0","58,0"
"279,0","316,0","344,0","355,0","2 908,0","2 760,0","460,0","403,0","21,0","66,0","2 205,0","2 067,0","678,0","568,0","105,0","139,0","1 493,0","1 695,0","88,0","58,0"
"251,0","297,0","325,0","346,0","2 936,0","2 808,0","487,0","408,0","17,0","67,0","2 076,0","2 054,0","673,0","549,0","101,0","142,0","1 478,0","1 695,0","48,0","58,0"
"255,0","284,0","304,0","338,0","2 996,0","2 844,0","498,0","423,0","16,0","67,0","2 107,0","2 025,0","653,0","539,0","115,0","144,0","1 467,0","1 582,0","34,0","34,0"
"258,0","281,0","306,0","331,0","2 984,0","2 836,0","402,0","439,0","37,0","68,0","2 147,0","1 988,0","686,0","527,0","148,0","144,0","1 414,0","1 582,0","31,0","34,0"
"241,0","278,0","320,0","323,0","2 996,0","2 824,0","421,0","456,0","57,0","71,0","2 119,0","1 963,0","787,0","521,0","162,0","143,0","1 353,0","1 582,0","26,0","34,0"
"229,0","275,0","327,0","317,0","3 040,0","2 824,0","482,0","473,0","65,0","75,0","2 047,0","1 946,0","866,0","507,0","171,0","143,0","1 337,0","1 582,0","24,0","34,0"
"220,0","267,0","316,0","312,0","3 060,0","2 820,0","388,0","476,0","69,0","78,0","2 034,0","1 696,0","827,0","556,0","170,0","144,0","1 385,0","1 581,0","24,0","54,0"
"214,0","254,0","310,0","307,0","3 028,0","2 820,0","406,0","470,0","58,0","81,0","2 014,0","1 663,0","751,0","552,0","172,0","147,0","1 458,0","1 581,0","28,0","54,0"
"202,0","240,0","330,0","300,0","3 068,0","2 816,0","425,0","465,0","52,0","84,0","2 017,0","1 630,0","765,0","552,0","175,0","150,0","1 514,0","1 581,0","60,0","54,0"
"187,0","226,0","345,0","297,0","3 120,0","2 808,0","541,0","460,0","49,0","87,0","1 917,0","1 598,0","775,0","542,0","181,0","153,0","1 514,0","1 581,0","58,0","54,0"
"171,0","220,0","345,0","294,0","3 088,0","2 800,0","458,0","459,0","43,0","89,0","1 929,0","1 565,0","727,0","540,0","178,0","156,0","1 555,0","1 622,0","57,0","31,0"
"153,0","224,0","365,0","288,0","3 128,0","2 792,0","446,0","463,0","45,0","88,0","1 934,0","1 541,0","658,0","545,0","183,0","155,0","1 567,0","1 622,0","50,0","31,0"
"144,0","229,0","397,0","283,0","3 180,0","2 780,0","451,0","468,0","46,0","88,0","1 877,0","1 516,0","725,0","549,0","214,0","154,0","1 612,0","1 622,0","34,0","31,0"
"133,0","232,0","386,0","277,0","3 196,0","2 780,0","463,0","472,0","41,0","87,0","1 901,0","1 487,0","777,0","553,0","216,0","153,0","1 753,0","1 622,0","29,0","31,0"
"132,0","237,0","408,0","271,0","3 184,0","2 776,0","408,0","500,0","38,0","86,0","1 737,0","1 447,0","831,0","558,0","198,0","151,0","1 850,0","1 707,0","38,0","54,0"
"137,0","246,0","381,0","268,0","3 144,0","2 780,0","422,0","537,0","43,0","83,0","1 735,0","1 387,0","823,0","564,0","184,0","143,0","1 944,0","1 707,0","62,0","54,0"
"138,0","256,0","334,0","268,0","3 128,0","2 780,0","415,0","574,0","49,0","79,0","1 731,0","1 328,0","864,0","565,0","161,0","136,0","1 962,0","1 707,0","66,0","54,0"
"145,0","266,0","311,0","270,0","3 176,0","2 780,0","430,0","611,0","52,0","76,0","1 621,0","1 267,0","856,0","569,0","137,0","128,0","2 043,0","1 707,0","63,0","54,0"
"156,0","281,0","284,0","273,0","3 172,0","2 784,0","631,0","685,0","42,0","74,0","1 537,0","1 207,0","764,0","575,0","115,0","120,0","2 118,0","1 759,0","73,0","69,0"
"173,0","306,0","261,0","280,0","3 204,0","2 792,0","591,0","778,0","42,0","73,0","1 502,0","1 145,0","714,0","579,0","109,0","113,0","2 250,0","1 759,0","109,0","69,0"
"187,0","329,0","235,0","285,0","3 192,0","2 804,0","586,0","871,0","46,0","72,0","1 467,0","1 082,0","680,0","577,0","97,0","106,0","2 375,0","1 759,0","98,0","69,0"
"214,0","354,0","229,0","291,0","3 200,0","2 816,0","760,0","965,0","47,0","71,0","1 465,0","1 030,0","625,0","583,0","86,0","99,0","2 480,0","1 759,0","113,0","69,0"
"240,0","382,0","234,0","301,0","3 200,0","2 828,0","876,0","1 069,0","53,0","70,0","1 557,0","978,0","711,0","590,0","75,0","93,0","2 519,0","1 765,0","116,0","103,0"
"264,0","414,0","255,0","322,0","3 212,0","2 852,0","1 180,0","1 169,0","58,0","68,0","1 564,0","974,0","740,0","594,0","99,0","87,0","2 349,0","1 765,0","105,0","103,0"
"285,0","446,0","271,0","340,0","3 220,0","2 876,0","1 216,0","1 269,0","67,0","67,0","1 571,0","970,0","769,0","604,0","96,0","82,0","2 329,0","1 765,0","82,0","103,0"
"302,0","476,0","282,0","351,0","3 204,0","2 900,0","1 142,0","1 371,0","71,0","66,0","1 525,0","960,0","803,0","619,0","84,0","77,0","2 289,0","1 765,0","86,0","103,0"
"300,0","503,0","292,0","360,0","3 152,0","2 920,0","1 230,0","1 446,0","66,0","65,0","1 496,0","949,0","848,0","633,0","74,0","71,0","2 255,0","1 933,0","189,0","145,0"
"283,0","527,0","329,0","368,0","3 120,0","2 920,0","1 240,0","1 514,0","62,0","64,0","1 516,0","936,0","889,0","644,0","64,0","65,0","2 271,0","1 933,0","438,0","145,0"
"299,0","549,0","374,0","376,0","3 116,0","2 916,0","1 179,0","1 582,0","66,0","64,0","1 542,0","921,0","899,0","659,0","53,0","60,0","2 338,0","1 933,0","480,0","145,0"
"315,0","571,0","399,0","383,0","3 112,0","2 912,0","1 302,0","1 649,0","65,0","66,0","1 528,0","901,0","1 031,0","678,0","46,0","54,0","2 280,0","1 933,0","306,0","145,0"
"327,0","579,0","403,0","393,0","3 020,0","2 900,0","1 348,0","1 710,0","61,0","70,0","1 475,0","878,0","1 144,0","693,0","33,0","49,0","2 195,0","2 116,0","185,0","173,0"
"333,0","571,0","403,0","399,0","2 812,0","2 832,0","1 399,0","1 770,0","62,0","73,0","1 431,0","855,0","1 338,0","717,0","26,0","44,0","2 172,0","2 116,0","152,0","173,0"
"332,0","562,0","408,0","397,0","2 668,0","2 764,0","1 431,0","1 831,0","57,0","74,0","1 456,0","836,0","1 413,0","741,0","20,0","38,0","2 178,0","2 116,0","193,0","173,0"
"337,0","552,0","421,0","394,0","2 600,0","2 692,0","1 417,0","1 892,0","55,0","73,0","1 483,0","820,0","1 461,0","767,0","17,0","33,0","2 175,0","2 116,0","451,0","173,0"
"337,0","537,0","427,0","392,0","2 608,0","2 624,0","1 380,0","1 951,0","47,0","71,0","1 500,0","807,0","1 365,0","793,0","12,0","29,0","2 188,0","2 242,0","485,0","233,0"
"318,0","520,0","407,0","389,0","2 468,0","2 572,0","1 372,0","2 015,0","43,0","69,0","1 563,0","796,0","1 338,0","826,0","13,0","28,0","2 116,0","2 242,0","396,0","233,0"
"296,0","502,0","362,0","386,0","2 284,0","2 516,0","1 438,0","2 078,0","39,0","67,0","1 515,0","784,0","1 284,0","860,0","11,0","26,0","2 037,0","2 242,0","303,0","233,0"
"277,0","483,0","353,0","384,0","2 276,0","2 464,0","1 528,0","2 141,0","48,0","64,0","1 459,0","773,0","1 464,0","893,0","7,0","24,0","2 058,0","2 242,0","223,0","233,0"
"230,0","466,0","327,0","382,0","2 244,0","2 400,0","1 656,0","2 150,0","50,0","62,0","1 448,0","764,0","1 607,0","935,0","7,0","23,0","2 066,0","2 467,0","223,0","225,0"
"221,0","451,0","309,0","388,0","2 132,0","2 332,0","1 717,0","2 133,0","36,0","62,0","1 449,0","761,0","1 639,0","960,0","9,0","23,0","2 166,0","2 467,0","292,0","225,0"
"216,0","436,0","316,0","394,0","2 200,0","2 260,0","1 733,0","2 117,0","36,0","63,0","1 422,0","758,0","1 787,0","981,0","10,0","23,0","2 218,0","2 467,0","325,0","225,0"
"224,0","422,0","311,0","402,0","2 252,0","2 192,0","1 661,0","2 100,0","34,0","63,0","1 394,0","757,0","1 908,0","1 005,0","12,0","23,0","2 300,0","2 467,0","287,0","225,0"
"234,0","409,0","315,0","411,0","2 288,0","2 116,0","1 554,0","2 102,0","33,0","64,0","1 362,0","760,0","2 018,0","1 027,0","16,0","23,0","2 305,0","2 628,0","208,0","218,0"
"241,0","396,0","338,0","433,0","2 260,0","2 024,0","1 508,0","2 109,0","33,0","66,0","1 362,0","779,0","1 920,0","1 048,0","16,0","24,0","2 351,0","2 628,0","159,0","218,0"
"253,0","384,0","360,0","454,0","2 036,0","1 928,0","1 444,0","2 117,0","41,0","68,0","1 378,0","796,0","1 938,0","1 058,0","17,0","24,0","2 410,0","2 628,0","157,0","218,0"
"263,0","372,0","383,0","479,0","1 800,0","1 832,0","1 399,0","2 124,0","43,0","70,0","1 382,0","813,0","2 085,0","1 077,0","21,0","25,0","2 487,0","2 628,0","157,0","218,0"
"281,0","259,0","403,0","372,0","1 696,0","1 704,0","1 449,0","1 402,0","54,0","43,0","1 320,0","1 378,0","1 983,0","1 829,0","25,0","25,0","2 507,0","2 898,0","164,0","247,0"
"295,0","268,0","429,0","386,0","1 504,0","1 640,0","1 532,0","1 244,0","51,0","48,0","1 327,0","1 367,0","1 763,0","1 795,0","24,0","24,0","2 516,0","2 898,0","163,0","247,0"
"293,0","277,0","477,0","405,0","1 392,0","1 592,0","1 440,0","1 339,0","41,0","56,0","1 397,0","1 335,0","1 726,0","1 773,0","22,0","23,0","2 468,0","2 898,0","192,0","247,0"
"286,0","280,0","526,0","430,0","1 316,0","1 528,0","1 363,0","1 297,0","41,0","53,0","1 459,0","1 293,0","1 573,0","1 798,0","19,0","20,0","2 483,0","2 898,0","228,0","247,0"
"285,0","281,0","557,0","458,0","1 220,0","1 432,0","1 316,0","1 188,0","43,0","46,0","1 493,0","1 380,0","1 446,0","1 723,0","17,0","20,0","2 468,0","2 975,0","341,0","200,0"
"290,0","276,0","570,0","499,0","1 184,0","1 340,0","1 266,0","1 097,0","44,0","45,0","1 489,0","1 477,0","1 232,0","1 634,0","21,0","20,0","2 453,0","2 975,0","317,0","200,0"
"284,0","274,0","593,0","541,0","1 196,0","1 272,0","1 219,0","986,0","39,0","46,0","1 541,0","1 545,0","1 227,0","1 582,0","26,0","24,0","2 509,0","2 975,0","216,0","200,0"
"265,0","265,0","619,0","584,0","1 260,0","1 208,0","1 264,0","938,0","37,0","48,0","1 581,0","1 588,0","1 400,0","1 521,0","33,0","27,0","2 595,0","2 975,0","222,0","200,0"
"247,0","259,0","635,0","627,0","1 200,0","1 128,0","1 214,0","964,0","42,0","45,0","1 606,0","1 629,0","1 505,0","1 483,0","38,0","30,0","2 668,0","3 011,0","255,0","298,0"
"233,0","260,0","642,0","671,0","1 208,0","1 056,0","1 177,0","1 018,0","52,0","44,0","1 771,0","1 700,0","1 412,0","1 465,0","44,0","34,0","2 688,0","3 011,0","349,0","298,0"
"226,0","261,0","687,0","714,0","1 228,0","1 000,0","1 158,0","931,0","63,0","50,0","1 858,0","1 710,0","1 376,0","1 412,0","43,0","37,0","2 758,0","3 011,0","436,0","298,0"
"217,0","267,0","701,0","755,0","1 188,0","948,0","1 185,0","905,0","67,0","59,0","1 875,0","1 809,0","1 435,0","1 410,0","41,0","36,0","2 832,0","3 011,0","386,0","298,0"
"229,0","276,0","719,0","766,0","1 084,0","912,0","1 195,0","886,0","72,0","67,0","1 940,0","1 949,0","1 570,0","1 447,0","37,0","35,0","2 871,0","3 112,0","347,0","344,0"
"235,0","298,0","749,0","794,0","992,0","904,0","1 276,0","881,0","67,0","69,0","2 045,0","2 040,0","1 517,0","1 536,0","28,0","30,0","2 931,0","3 112,0","310,0","344,0"
"230,0","314,0","776,0","820,0","912,0","896,0","1 327,0","964,0","68,0","73,0","2 082,0","2 083,0","1 502,0","1 552,0","25,0","27,0","3 050,0","3 112,0","314,0","344,0"
"235,0","326,0","819,0","844,0","872,0","888,0","1 374,0","1 059,0","60,0","69,0","2 083,0","2 150,0","1 618,0","1 586,0","24,0","26,0","3 156,0","3 112,0","386,0","344,0"
"242,0","341,0","873,0","867,0","888,0","896,0","1 433,0","1 108,0","72,0","71,0","2 087,0","2 237,0","1 759,0","1 632,0","19,0","24,0","3 235,0","3 018,0","506,0","434,0"
"245,0","352,0","907,0","879,0","916,0","908,0","1 428,0","1 139,0","91,0","69,0","2 026,0","2 202,0","1 925,0","1 695,0","18,0","22,0","3 230,0","3 018,0","528,0","434,0"
"248,0","361,0","922,0","891,0","944,0","932,0","1 435,0","1 150,0","110,0","79,0","2 005,0","2 127,0","1 956,0","1 748,0","18,0","20,0","3 251,0","3 018,0","607,0","434,0"
"250,0","371,0","913,0","902,0","1 032,0","956,0","1 426,0","1 151,0","121,0","95,0","1 975,0","2 096,0","2 175,0","1 795,0","15,0","18,0","3 302,0","3 018,0","643,0","434,0"
"255,0","376,0","917,0","910,0","1 232,0","1 004,0","1 361,0","1 208,0","137,0","111,0","1 950,0","2 038,0","2 243,0","1 828,0","13,0","17,0","3 366,0","2 887,0","636,0","655,0"
"251,0","382,0","950,0","915,0","1 392,0","1 112,0","1 385,0","1 179,0","137,0","123,0","1 936,0","1 982,0","2 222,0","2 009,0","8,0","14,0","3 426,0","2 887,0","674,0","655,0"
"252,0","384,0","978,0","918,0","1 568,0","1 260,0","1 335,0","1 154,0","114,0","140,0","1 945,0","1 932,0","2 274,0","2 032,0","3,0","11,0","3 471,0","2 887,0","693,0","655,0"
"248,0","391,0","991,0","917,0","1 836,0","1 348,0","1 400,0","1 123,0","86,0","140,0","1 956,0","1 925,0","2 384,0","2 071,0","0,0","8,0","3 550,0","2 887,0","718,0","655,0"
"250,0","397,0","1 005,0","950,0","2 056,0","1 424,0","1 378,0","1 128,0","75,0","123,0","1 964,0","1 901,0","2 202,0","2 156,0","0,0","7,0","3 538,0","2 979,0","772,0","661,0"
"257,0","407,0","1 021,0","944,0","2 124,0","1 520,0","1 445,0","1 099,0","72,0","75,0","1 964,0","1 909,0","2 223,0","2 181,0","0,0","7,0","3 455,0","2 979,0","774,0","661,0"
"293,0","423,0","1 024,0","933,0","2 124,0","1 616,0","1 376,0","1 123,0","75,0","87,0","1 892,0","1 869,0","2 175,0","2 199,0","0,0","7,0","3 346,0","2 979,0","766,0","661,0"
"326,0","445,0","1 022,0","915,0","2 180,0","1 716,0","1 406,0","1 118,0","82,0","80,0","1 933,0","1 911,0","2 261,0","2 238,0","5,0","10,0","3 306,0","2 979,0","742,0","661,0"
"353,0","469,0","1 013,0","885,0","2 200,0","1 808,0","1 411,0","1 200,0","87,0","76,0","1 951,0","1 854,0","2 389,0","2 263,0","4,0","9,0","3 230,0","3 053,0","730,0","680,0"
"388,0","499,0","1 021,0","847,0","2 100,0","1 884,0","1 332,0","1 426,0","83,0","73,0","1 905,0","1 852,0","2 286,0","2 270,0","0,0","8,0","3 081,0","3 053,0","762,0","680,0"
"415,0","531,0","967,0","815,0","2 164,0","1 960,0","1 223,0","1 452,0","73,0","72,0","1 779,0","1 862,0","2 157,0","2 297,0","0,0","9,0","2 993,0","3 053,0","787,0","680,0"
"436,0","559,0","889,0","782,0","2 256,0","2 032,0","1 200,0","1 478,0","74,0","73,0","1 684,0","1 796,0","2 109,0","2 321,0","3,0","10,0","2 939,0","3 053,0","741,0","680,0"
"444,0","573,0","865,0","747,0","2 232,0","2 100,0","1 218,0","1 487,0","75,0","73,0","1 607,0","1 710,0","2 122,0","2 340,0","1,0","11,0","2 858,0","2 737,0","755,0","693,0"
"451,0","572,0","815,0","712,0","2 116,0","2 100,0","1 167,0","1 489,0","72,0","75,0","1 470,0","1 614,0","2 102,0","2 369,0","1,0","10,0","2 742,0","2 737,0","778,0","693,0"
"457,0","574,0","754,0","676,0","1 916,0","2 100,0","1 157,0","1 491,0","67,0","76,0","1 315,0","1 519,0","2 351,0","2 397,0","1,0","10,0","2 559,0","2 737,0","638,0","693,0"
"455,0","573,0","725,0","639,0","1 868,0","2 096,0","1 098,0","1 494,0","59,0","77,0","1 195,0","1 424,0","2 629,0","2 417,0","5,0","11,0","2 420,0","2 737,0","516,0","693,0"
"438,0","458,0","660,0","604,0","1 980,0","2 092,0","1 109,0","1 516,0","53,0","73,0","1 105,0","1 341,0","2 754,0","2 434,0","12,0","3,0","2 248,0","2 264,0","536,0","660,0"
"410,0","452,0","597,0","585,0","2 036,0","2 084,0","1 152,0","1 532,0","40,0","69,0","1 100,0","1 315,0","2 816,0","2 454,0","10,0","4,0","2 134,0","2 264,0","612,0","660,0"
"379,0","446,0","552,0","566,0","2 192,0","2 072,0","1 151,0","1 549,0","27,0","65,0","1 043,0","1 289,0","2 743,0","2 475,0","10,0","4,0","2 029,0","2 264,0","618,0","660,0"
"361,0","441,0","500,0","549,0","2 368,0","2 064,0","1 195,0","1 566,0","23,0","60,0","1 015,0","1 266,0","2 531,0","2 496,0","8,0","5,0","1 977,0","2 264,0","622,0","660,0"
"368,0","444,0","471,0","534,0","2 284,0","2 052,0","1 269,0","1 631,0","24,0","55,0","1 102,0","1 242,0","2 489,0","2 505,0","8,0","5,0","1 999,0","2 104,0","536,0","619,0"
"385,0","462,0","440,0","526,0","1 796,0","2 036,0","1 412,0","1 721,0","15,0","53,0","1 257,0","1 300,0","2 556,0","2 509,0","13,0","6,0","1 995,0","2 104,0","450,0","619,0"
"411,0","479,0","438,0","517,0","1 544,0","2 024,0","1 522,0","1 812,0","14,0","51,0","1 410,0","1 361,0","2 644,0","2 512,0","23,0","6,0","2 096,0","2 104,0","417,0","619,0"
"429,0","496,0","446,0","513,0","1 576,0","2 008,0","1 624,0","1 903,0","13,0","50,0","1 527,0","1 422,0","2 845,0","2 515,0","27,0","7,0","2 140,0","2 104,0","404,0","619,0"
