seed,max_rho
42,0.3541666666666667
43,0.1284722222222222
44,0.09722222222222222
45,0.1076388888888889
46,0.05555555555555555
47,0.11458333333333333
48,0.06597222222222222
49,0.06597222222222222
50,0.06597222222222222
51,0.09722222222222222
