seed,approach,component,weight,mean,variance,bic
42,zero_mean,1,0.20417274597061164,0.0,24.338621594685176,30650.765529332944
42,zero_mean,2,0.7774271447459684,0.0,0.4165204897310069,30650.765529332944
42,zero_mean,3,0.018400109283422304,0.0,1031837.8525395277,30650.765529332944
42,sklearn,1,0.99975,0.04865505089947791,185.81986818749002,64573.31959679326
42,sklearn,2,0.00012500000000000027,-11962.061687820249,1.3278255462646484e-06,64573.31959679326
42,sklearn,3,0.00012500000000000027,2711.57753375149,1.0167638063430786e-06,64573.31959679326
