seed,max_rho
42,0.9895833333333334
43,0.3020833333333333
44,0.09375
45,0.3368055555555556
46,0.041666666666666664
47,0.5729166666666666
48,0.07291666666666667
49,0.052083333333333336
50,0.04513888888888889
51,0.21875
