line_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2243,0.016246693950554114,0.04667465724487141,0.002000572579307719,0.03504034935290912,0.0019897099112582833,0.03227615605898693,0.02733305226232377,0.03504034935290912,0.001594954322456002,0.03227615605898693,0.0019603616993695283,0.0006120642293967749,0.0006120642293967749,0.02733305226232377,0.03227615605898693,0.02733305226232377,0.0006120642293967749,0.001594954322456002,-0.005293297515638895,0.026955244224961927,-0.005293297515638895,-0.005293297515638895,0.007318159774142852,0.11479389897434156,0.038526869936812924,0.03997941330056248,0.033542088898906836,0.033542088898906836,0.0022144480383102794,0.034396872383146024,0.026791033004009868,0.03836162773433355,0.001955770744923313,0.03365763559303178,0.03836162773433355,0.03997941330056248,0.013110186555792602,0.035782082710740626,-0.01006874479286382,0.03463743013068679,0.018583231034279266,0.20025860047610128,0.037309930219086296,0.03508074517756821,0.0011844554009898534,0.0380749495629186,0.026791033004009868,0.02366885044234915,0.13114439355193025,0.02366885044234915
1881,0.07445867943075306,0.19536497953766915,0.07496107047597149,0.10521053822196404,0.07502861364459171,0.10588049141713501,0.09682321624655858,0.10521053822196404,0.07184613498398384,0.10588049141713501,0.0779429519035408,0.078406714063958,0.078406714063958,0.09682321624655858,0.10588049141713501,0.09682321624655858,0.078406714063958,0.07184613498398384,0.08767485105686862,0.09634270738412203,0.08767485105686862,0.08767485105686862,0.06198915829582142,0.09518898117709573,0.1864072250606744,0.12569034780262142,0.10795677373055114,0.10795677373055114,0.07382073088025079,0.26699707381776616,0.09597452906987454,0.11949445376564329,0.0783889915361198,0.1081525127886856,0.11949445376564329,0.12569034780262142,0.08764946518120176,0.1050896217698417,0.07707444760955674,0.24218250401684313,0.07878790642867899,0.10802207077954498,0.11628025624311666,0.10525810274803596,0.0914598566535509,0.11903670196279785,0.09597452906987454,0.1546387518131266,0.10832807163037471,0.1546387518131266
1907,0.06922415415438564,0.17947313475448157,0.07165711134284361,0.09727090133935154,0.07172407779123519,0.0979038771303088,0.089642614121445,0.09727090133935154,0.06874676025144108,0.0979038771303088,0.07459692558039104,0.07514799595670324,0.07514799595670324,0.089642614121445,0.0979038771303088,0.089642614121445,0.07514799595670324,0.06874676025144108,0.083880922203413,0.08920734397554128,0.083880922203413,0.083880922203413,0.05814693147752428,0.0885670975304308,0.17081326304756692,0.11596509729967097,0.09979553039399573,0.09979553039399573,0.07052526975061997,0.24531957161200324,0.08887031262512307,0.11033072508438065,0.07503750140029622,0.09997391156192405,0.11033072508438065,0.11596509729967097,0.08180829978333759,0.09716154689597363,0.07413435136229449,0.22126407500607842,0.07314839426461259,0.10024864441529134,0.10739293664091996,0.09731437993035935,0.08925357135065752,0.1099130667503218,0.08887031262512307,0.14230816722066303,0.1004538722158477,0.14230816722066303
2923,-0.0022449505873261277,0.0006322717653262089,0.004161747259032567,-0.005875262055896807,0.0041916022570558376,-0.0035091923766052413,-0.002829858913689337,-0.005875262055896807,0.00047496307603150933,-0.0035091923766052413,0.006712220008623648,-0.001943525492357101,-0.001943525492357101,-0.002829858913689337,-0.0035091923766052413,-0.002829858913689337,-0.001943525492357101,0.00047496307603150933,-0.02920210701290854,-0.0026895359427122345,-0.02920210701290854,-0.02920210701290854,0.0007016588421825121,-0.011935227701320994,0.002270800790800387,-0.004454422095168498,-0.0037997760725493046,-0.0037997760725493046,0.0037842708954608506,0.004743959381710405,-0.0026946515242445845,-0.0030872940245855462,0.006866407172135436,-0.0038228944420569955,-0.0030872940245855462,-0.004454422095168498,-0.015198358089372588,-0.005983595064259911,-0.15353487939703148,0.0045749110706625185,-0.0024263920594461974,-0.007315677728804648,-0.003582139212268437,-0.0058738944367544565,0.2220331055717143,-0.0030317364877700537,-0.0026946515242445845,0.005016219667059757,-0.007336939871973591,0.005016219667059757
599,0.006889537797229145,0.024785474877939973,0.008083102167219719,-0.000958194449504568,0.00810262157967015,0.008093678900537749,0.008919130813639708,-0.000958194449504568,0.006012185329378333,0.008093678900537749,0.0086480302322684,0.008197690401567953,0.008197690401567953,0.008919130813639708,0.008093678900537749,0.008919130813639708,0.008197690401567953,0.006012185329378333,0.04938183358795645,0.009336270859734652,0.04938183358795645,0.04938183358795645,0.005806922709155116,-0.009270158059874467,0.02317387897487569,0.00817812943507873,0.007397889629327581,0.007397889629327581,0.007737713931254581,0.025393243459203158,0.009255823454559942,0.012448125053771852,0.00869056228760165,0.0073487043907167204,0.012448125053771852,0.00817812943507873,-0.03733777611930167,-0.0012845562097771324,-0.028754278995182347,0.03149580716845962,0.007364199784628295,0.08560633759741976,0.009902153486639031,-0.0009400693936666982,0.06029734465023817,0.012567339622354012,0.009255823454559942,0.018153756918069835,0.07669401640836249,0.018153756918069835
2491,0.0033255186674562287,0.0009992328823068136,0.030186099313114723,-0.0021447733682897485,0.030364388628726202,0.0005281304060924807,0.0017101645407338328,-0.0021447733682897485,0.006785770032668337,0.0005281304060924807,0.029649170492122262,0.04670396233207241,0.04670396233207241,0.0017101645407338328,0.0005281304060924807,0.0017101645407338328,0.04670396233207241,0.006785770032668337,0.05371889635966104,0.0019037967904776965,0.05371889635966104,0.05371889635966104,0.006612853825989418,-0.005178013745230137,0.0018065875048699637,-0.001519902840503462,9.769002209877864e-5,9.769002209877864e-5,0.026497792016155153,0.0025790956254746478,0.0019092335230673774,0.00038027949496022284,0.029633774017469444,6.205229310538019e-5,0.00038027949496022284,-0.001519902840503462,-0.0072959124263282105,-0.002249820087217108,-0.13814718751426674,0.002790243060612055,0.002777632623139875,-0.0029166341779557903,-3.8218080363222606e-5,-0.002145004267431222,0.03271160341022733,0.0004623866438615287,0.0019092335230673774,0.00320837966454994,-0.0028286054843826847,0.00320837966454994
228,0.0349747666451832,0.04966124716757586,0.092652305794243,0.038297937804051226,0.09291782896945619,0.03902759969061914,0.03802128795261785,0.038297937804051226,0.09485768547550624,0.03902759969061914,0.10649888628853682,0.10493095909599953,0.10493095909599953,0.03802128795261785,0.03902759969061914,0.03802128795261785,0.10493095909599953,0.09485768547550624,0.06854921725757514,0.03805421340252131,0.06854921725757514,0.06854921725757514,0.04735544234974609,0.044547968690512064,0.05179577242283267,0.041098125499729556,0.03919590073317518,0.03919590073317518,0.0883498532626712,0.055640228490739616,0.03797853488727147,0.04081777689049487,0.10846414064657195,0.03921316777422704,0.04081777689049487,0.041098125499729556,0.04499493345952413,0.03829521638117638,0.07599948626358423,0.055498558469113606,0.034754939642794566,0.049636978669949414,0.04028218805376145,0.03830555998516251,0.11395274821772605,0.04076229792765522,0.03797853488727147,0.05525721845925088,0.04902108057365897,0.05525721845925088
2590,0.03452024360081783,0.04915923790881561,0.0914092083059703,0.03791455242777313,0.09167054911622763,0.03859568525899461,0.037575735621993595,0.03791455242777313,0.09376674207920935,0.03859568525899461,0.10526288082030838,0.10353018344507064,0.10353018344507064,0.037575735621993595,0.03859568525899461,0.037575735621993595,0.10353018344507064,0.09376674207920935,0.06795089785118867,0.037605312021924714,0.06795089785118867,0.06795089785118867,0.04686822119038392,0.044143664033162215,0.05132778324855996,0.04068842911447084,0.038770104793507315,0.038770104793507315,0.08718769222466607,0.055060223066620444,0.037529965764332124,0.04037752963873571,0.10724706987019045,0.03878785845942512,0.04037752963873571,0.04068842911447084,0.04459370355696362,0.03791344360677801,0.07531254903023116,0.054949019037666184,0.034310017253453576,0.04919608570886468,0.039852104178499256,0.0379221288957144,0.1133020052952178,0.04032100642385006,0.037529965764332124,0.054878639852502374,0.048584182556150136,0.054878639852502374
2579,0.011082119673065827,0.013462566228020445,0.2928464131269388,0.013009105263745449,0.29128996576974553,0.013680327004547577,0.013515129811164261,0.013009105263745449,0.03116058573352737,0.013680327004547577,0.22428579999092552,0.17964031282663,0.17964031282663,0.013515129811164261,0.013680327004547577,0.013515129811164261,0.17964031282663,0.03116058573352737,0.03187236802578361,0.013930596154835828,0.03187236802578361,0.03187236802578361,0.05244908727908165,0.016847318933561783,0.01327843431543109,0.01315879368627558,0.013519094205254212,0.013519094205254212,0.3182525928058359,0.012977909912184518,0.013737275241067715,0.013318513016488231,0.21832065532489797,0.013506010891717407,0.013318513016488231,0.01315879368627558,0.017537058163133876,0.013009894195284213,0.03247053014873935,0.013523898344999508,0.005999713234279697,0.01869947403309616,0.013308192272856026,0.013009882438668532,0.04657667099681079,0.013249813314318681,0.013737275241067715,0.012861052373732626,0.018383862599273895,0.012861052373732626
1880,0.04592407213804878,-0.010495700599757074,0.005786593764751963,-0.05663454362195641,0.005760780360852993,0.4332070766148355,0.1453932120654602,-0.05663454362195641,0.004130509526432277,0.4332070766148355,0.004998812403312028,0.0037300398151388914,0.0037300398151388914,0.1453932120654602,0.4332070766148355,0.1453932120654602,0.0037300398151388914,0.004130509526432277,-0.004477662543604349,0.07614693105475889,-0.004477662543604349,-0.004477662543604349,0.018747340497867027,-0.017616977436264225,-0.007599442142049273,-0.02712894958867007,0.5858695885053502,0.5858695885053502,0.006243749491031597,-0.004800463400259525,0.08133852112831519,-0.005629562243980479,0.004893780066574233,0.5911499892796088,-0.005629562243980479,-0.02712894958867007,-0.013515548221509632,-0.05198254385842849,-0.0011546058398061165,-0.004907100698983369,0.05272632144008249,-0.009270481172231199,0.0008298142850811097,-0.05640921025526413,-0.0008479213073846192,-0.007473312542956023,0.08133852112831519,-0.0021351362720155864,-0.009140779391860254,-0.0021351362720155864
